name,home_goals,away_goals,total_goals,home_wins,away_wins,total_wins,home_draws,away_draws,total_draws,home_losses,away_losses,total_losses,win_rate,win_percentage,goals_conceded_home,goals_conceded_away,goals_conceded,games_played,avg_goals_per_game,avg_goals_conceded_per_game,goal_difference
Serbia,246.0,279.0,525.0,71.0,82.0,153.0,35.0,54.0,89.0,27.0,71.0,98.0,0.45,0.5808823529411765,124.0,239.0,363.0,340.0,1.5441176470588236,1.0676470588235294,-33.0
Seychelles,82.0,53.0,135.0,21.0,5.0,26.0,13.0,17.0,30.0,47.0,73.0,120.0,0.14772727272727273,0.23295454545454544,149.0,249.0,398.0,176.0,0.7670454545454546,2.2613636363636362,29.0
Shetland,46.0,55.0,101.0,14.0,7.0,21.0,5.0,4.0,9.0,5.0,23.0,28.0,0.3620689655172414,0.4396551724137931,34.0,79.0,113.0,58.0,1.7413793103448276,1.9482758620689655,-9.0
Sierra Leone,157.0,129.0,286.0,63.0,27.0,90.0,34.0,42.0,76.0,27.0,103.0,130.0,0.30405405405405406,0.43243243243243246,103.0,305.0,408.0,296.0,0.9662162162162162,1.3783783783783783,28.0
Silesia,24.0,,24.0,3.0,,3.0,2.0,,2.0,3.0,,3.0,0.375,0.5,17.0,,17.0,8.0,3.0,2.125,
Singapore,634.0,292.0,926.0,149.0,67.0,216.0,78.0,62.0,140.0,139.0,195.0,334.0,0.3130434782608696,0.4144927536231884,585.0,676.0,1261.0,690.0,1.3420289855072465,1.827536231884058,342.0
Sint Maarten,56.0,26.0,82.0,11.0,7.0,18.0,5.0,3.0,8.0,11.0,19.0,30.0,0.32142857142857145,0.39285714285714285,52.0,97.0,149.0,56.0,1.4642857142857142,2.6607142857142856,30.0
Slovakia,268.0,240.0,508.0,75.0,71.0,146.0,45.0,40.0,85.0,43.0,87.0,130.0,0.40443213296398894,0.5221606648199446,164.0,281.0,445.0,361.0,1.407202216066482,1.2326869806094183,28.0
Slovenia,222.0,164.0,386.0,68.0,45.0,113.0,35.0,49.0,84.0,50.0,63.0,113.0,0.36451612903225805,0.5,177.0,184.0,361.0,310.0,1.2451612903225806,1.164516129032258,58.0
Solomon Islands,272.0,178.0,450.0,55.0,34.0,89.0,13.0,22.0,35.0,28.0,55.0,83.0,0.42995169082125606,0.5144927536231884,152.0,245.0,397.0,207.0,2.1739130434782608,1.9178743961352658,94.0
Somalia,26.0,34.0,60.0,6.0,4.0,10.0,7.0,7.0,14.0,36.0,62.0,98.0,0.08196721311475409,0.13934426229508196,120.0,209.0,329.0,122.0,0.4918032786885246,2.69672131147541,-8.0
Somaliland,9.0,5.0,14.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,0.3333333333333333,0.4166666666666667,7.0,13.0,20.0,6.0,2.3333333333333335,3.3333333333333335,4.0
South Africa,389.0,245.0,634.0,145.0,64.0,209.0,89.0,54.0,143.0,43.0,73.0,116.0,0.4465811965811966,0.5993589743589743,190.0,251.0,441.0,468.0,1.3547008547008548,0.9423076923076923,144.0
South Korea,1106.0,677.0,1783.0,325.0,209.0,534.0,128.0,124.0,252.0,94.0,121.0,215.0,0.5334665334665335,0.6593406593406593,419.0,490.0,909.0,1001.0,1.7812187812187812,0.9080919080919081,429.0
South Ossetia,9.0,26.0,35.0,2.0,3.0,5.0,2.0,1.0,3.0,4.0,4.0,8.0,0.3125,0.40625,16.0,18.0,34.0,16.0,2.1875,2.125,-17.0
South Sudan,31.0,16.0,47.0,7.0,4.0,11.0,10.0,6.0,16.0,19.0,29.0,48.0,0.14666666666666667,0.25333333333333335,55.0,80.0,135.0,75.0,0.6266666666666667,1.8,15.0
South Yemen,,1.0,1.0,,0.0,0.0,,0.0,0.0,,3.0,3.0,0.0,0.0,,8.0,8.0,3.0,0.3333333333333333,2.6666666666666665,
Spain,971.0,618.0,1589.0,280.0,178.0,458.0,73.0,106.0,179.0,52.0,88.0,140.0,0.5894465894465895,0.7046332046332047,299.0,400.0,699.0,777.0,2.045045045045045,0.8996138996138996,353.0
Sri Lanka,152.0,83.0,235.0,35.0,13.0,48.0,27.0,20.0,47.0,52.0,98.0,150.0,0.19591836734693877,0.29183673469387755,207.0,353.0,560.0,245.0,0.9591836734693877,2.2857142857142856,69.0
Sudan,276.0,227.0,503.0,91.0,58.0,149.0,52.0,64.0,116.0,55.0,138.0,193.0,0.32532751091703055,0.4519650655021834,207.0,407.0,614.0,458.0,1.0982532751091703,1.3406113537117903,49.0
Suriname,426.0,312.0,738.0,103.0,67.0,170.0,36.0,53.0,89.0,38.0,93.0,131.0,0.4358974358974359,0.55,199.0,357.0,556.0,390.0,1.8923076923076922,1.4256410256410257,114.0
Surrey,,3.0,3.0,,1.0,1.0,,0.0,0.0,,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,3.0,1.0,
Sweden,1236.0,924.0,2160.0,313.0,226.0,539.0,107.0,124.0,231.0,111.0,214.0,325.0,0.4922374429223744,0.597716894977169,600.0,808.0,1408.0,1095.0,1.9726027397260273,1.2858447488584475,312.0
Switzerland,772.0,534.0,1306.0,199.0,115.0,314.0,102.0,98.0,200.0,142.0,221.0,363.0,0.3580387685290764,0.47206385404789053,608.0,828.0,1436.0,877.0,1.4891676168757126,1.637400228050171,238.0
Syria,343.0,331.0,674.0,87.0,81.0,168.0,42.0,76.0,118.0,50.0,139.0,189.0,0.35368421052631577,0.47789473684210526,181.0,450.0,631.0,475.0,1.4189473684210527,1.328421052631579,12.0
Székely Land,38.0,18.0,56.0,7.0,2.0,9.0,1.0,2.0,3.0,4.0,11.0,15.0,0.3333333333333333,0.3888888888888889,19.0,37.0,56.0,27.0,2.074074074074074,2.074074074074074,20.0
Sápmi,72.0,18.0,90.0,10.0,2.0,12.0,1.0,1.0,2.0,8.0,7.0,15.0,0.41379310344827586,0.4482758620689655,27.0,27.0,54.0,29.0,3.103448275862069,1.8620689655172413,54.0
São Tomé and Príncipe,25.0,28.0,53.0,8.0,1.0,9.0,4.0,6.0,10.0,18.0,34.0,52.0,0.1267605633802817,0.19718309859154928,56.0,126.0,182.0,71.0,0.7464788732394366,2.563380281690141,-3.0
Tahiti,359.0,298.0,657.0,72.0,59.0,131.0,13.0,18.0,31.0,31.0,49.0,80.0,0.5413223140495868,0.6053719008264463,138.0,233.0,371.0,242.0,2.7148760330578514,1.5330578512396693,61.0
Taiwan,103.0,199.0,302.0,31.0,33.0,64.0,8.0,21.0,29.0,33.0,106.0,139.0,0.27586206896551724,0.33836206896551724,119.0,468.0,587.0,232.0,1.3017241379310345,2.5301724137931036,-96.0
Tajikistan,160.0,125.0,285.0,42.0,32.0,74.0,16.0,26.0,42.0,25.0,55.0,80.0,0.37755102040816324,0.4846938775510204,88.0,188.0,276.0,196.0,1.4540816326530612,1.4081632653061225,35.0
Tamil Eelam,28.0,30.0,58.0,6.0,6.0,12.0,0.0,0.0,0.0,5.0,7.0,12.0,0.5,0.5,30.0,30.0,60.0,24.0,2.4166666666666665,2.5,-2.0
Tanzania,390.0,255.0,645.0,112.0,48.0,160.0,87.0,82.0,169.0,92.0,169.0,261.0,0.2711864406779661,0.41440677966101697,346.0,536.0,882.0,590.0,1.0932203389830508,1.494915254237288,135.0
Thailand,868.0,505.0,1373.0,243.0,92.0,335.0,98.0,106.0,204.0,119.0,201.0,320.0,0.389988358556461,0.5087310826542492,521.0,755.0,1276.0,859.0,1.5983701979045402,1.4854481955762515,363.0
Tibet,3.0,11.0,14.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,10.0,14.0,0.0,0.0625,16.0,50.0,66.0,16.0,0.875,4.125,-8.0
Ticino,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,8.0,5.0,13.0,2.0,1.0,6.5,0.0
Timor-Leste,26.0,43.0,69.0,6.0,3.0,9.0,2.0,3.0,5.0,17.0,52.0,69.0,0.10843373493975904,0.13855421686746988,80.0,192.0,272.0,83.0,0.8313253012048193,3.2771084337349397,-17.0
Togo,254.0,226.0,480.0,88.0,50.0,138.0,46.0,66.0,112.0,47.0,144.0,191.0,0.3129251700680272,0.4399092970521542,172.0,443.0,615.0,441.0,1.08843537414966,1.3945578231292517,28.0
Tonga,37.0,44.0,81.0,9.0,7.0,16.0,1.0,5.0,6.0,19.0,27.0,46.0,0.23529411764705882,0.27941176470588236,86.0,167.0,253.0,68.0,1.1911764705882353,3.7205882352941178,-7.0
Trinidad and Tobago,705.0,545.0,1250.0,190.0,129.0,319.0,72.0,87.0,159.0,76.0,185.0,261.0,0.4316644113667118,0.5392422192151556,331.0,646.0,977.0,739.0,1.6914749661705006,1.3220568335588634,160.0
Tunisia,607.0,346.0,953.0,200.0,91.0,291.0,86.0,97.0,183.0,60.0,128.0,188.0,0.4395770392749245,0.5777945619335347,266.0,402.0,668.0,662.0,1.4395770392749245,1.0090634441087614,261.0
Turkey,475.0,412.0,887.0,140.0,114.0,254.0,74.0,77.0,151.0,88.0,143.0,231.0,0.39937106918238996,0.5180817610062893,358.0,543.0,901.0,636.0,1.3946540880503144,1.4166666666666667,63.0
Turkmenistan,126.0,129.0,255.0,34.0,27.0,61.0,14.0,18.0,32.0,19.0,59.0,78.0,0.3567251461988304,0.4502923976608187,74.0,189.0,263.0,171.0,1.4912280701754386,1.5380116959064327,-3.0
Turks and Caicos Islands,24.0,28.0,52.0,7.0,5.0,12.0,2.0,4.0,6.0,13.0,21.0,34.0,0.23076923076923078,0.28846153846153844,73.0,114.0,187.0,52.0,1.0,3.5961538461538463,-4.0
Tuvalu,18.0,27.0,45.0,5.0,3.0,8.0,1.0,3.0,4.0,7.0,20.0,27.0,0.20512820512820512,0.2564102564102564,42.0,166.0,208.0,39.0,1.1538461538461537,5.333333333333333,-9.0
Two Sicilies,,3.0,3.0,,1.0,1.0,,0.0,0.0,,5.0,5.0,0.16666666666666666,0.16666666666666666,,18.0,18.0,6.0,0.5,3.0,
Uganda,593.0,431.0,1024.0,175.0,108.0,283.0,75.0,106.0,181.0,55.0,159.0,214.0,0.4174041297935103,0.5508849557522124,267.0,528.0,795.0,678.0,1.5103244837758112,1.1725663716814159,162.0
Ukraine,241.0,227.0,468.0,85.0,64.0,149.0,47.0,47.0,94.0,28.0,61.0,89.0,0.44879518072289154,0.5903614457831325,123.0,226.0,349.0,332.0,1.4096385542168675,1.0512048192771084,14.0
United Arab Emirates,585.0,274.0,859.0,172.0,73.0,245.0,84.0,65.0,149.0,90.0,121.0,211.0,0.4049586776859504,0.528099173553719,377.0,372.0,749.0,605.0,1.4198347107438016,1.2380165289256198,311.0
United Koreans in Japan,9.0,11.0,20.0,2.0,1.0,3.0,4.0,2.0,6.0,2.0,1.0,3.0,0.25,0.5,7.0,4.0,11.0,12.0,1.6666666666666667,0.9166666666666666,-2.0
United States,869.0,318.0,1187.0,269.0,79.0,348.0,105.0,56.0,161.0,119.0,156.0,275.0,0.44387755102040816,0.5465561224489796,501.0,534.0,1035.0,784.0,1.5140306122448979,1.3201530612244898,551.0
United States Virgin Islands,23.0,26.0,49.0,3.0,6.0,9.0,6.0,6.0,12.0,24.0,31.0,55.0,0.11842105263157894,0.19736842105263158,118.0,173.0,291.0,76.0,0.6447368421052632,3.8289473684210527,-3.0
Uruguay,694.0,828.0,1522.0,217.0,208.0,425.0,102.0,134.0,236.0,64.0,237.0,301.0,0.4417879417879418,0.5644490644490644,343.0,826.0,1169.0,962.0,1.5821205821205822,1.2151767151767152,-134.0
Uzbekistan,322.0,283.0,605.0,97.0,70.0,167.0,36.0,34.0,70.0,26.0,84.0,110.0,0.4812680115273775,0.5821325648414986,108.0,279.0,387.0,347.0,1.7435158501440922,1.1152737752161384,39.0
Vanuatu,155.0,237.0,392.0,28.0,38.0,66.0,16.0,11.0,27.0,38.0,76.0,114.0,0.3188405797101449,0.38405797101449274,144.0,305.0,449.0,207.0,1.893719806763285,2.1690821256038646,-82.0
Vatican City,2.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,4.0,0.0,0.21428571428571427,4.0,13.0,17.0,7.0,0.5714285714285714,2.4285714285714284,0.0
Venezuela,253.0,222.0,475.0,66.0,48.0,114.0,54.0,46.0,100.0,73.0,167.0,240.0,0.2511013215859031,0.36123348017621143,293.0,558.0,851.0,454.0,1.0462555066079295,1.8744493392070485,31.0
Vietnam,317.0,163.0,480.0,85.0,39.0,124.0,33.0,26.0,59.0,47.0,63.0,110.0,0.4232081911262799,0.5238907849829352,178.0,227.0,405.0,293.0,1.6382252559726962,1.3822525597269624,154.0
Vietnam Republic,138.0,226.0,364.0,37.0,45.0,82.0,8.0,29.0,37.0,15.0,61.0,76.0,0.4205128205128205,0.5153846153846153,73.0,239.0,312.0,195.0,1.8666666666666667,1.6,-88.0
Wales,516.0,382.0,898.0,139.0,93.0,232.0,90.0,72.0,162.0,127.0,199.0,326.0,0.32222222222222224,0.43472222222222223,481.0,673.0,1154.0,720.0,1.2472222222222222,1.6027777777777779,134.0
Wallis Islands and Futuna,8.0,15.0,23.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,18.0,19.0,0.20833333333333334,0.20833333333333334,6.0,103.0,109.0,24.0,0.9583333333333334,4.541666666666667,-7.0
West Papua,1.0,,1.0,0.0,,0.0,1.0,,1.0,0.0,,0.0,0.0,0.5,1.0,,1.0,1.0,1.0,1.0,
Western Armenia,7.0,27.0,34.0,1.0,4.0,5.0,0.0,4.0,4.0,4.0,3.0,7.0,0.3125,0.4375,10.0,10.0,20.0,16.0,2.125,1.25,-20.0
Western Australia,3.0,60.0,63.0,1.0,10.0,11.0,0.0,3.0,3.0,0.0,18.0,18.0,0.34375,0.390625,2.0,73.0,75.0,32.0,1.96875,2.34375,-57.0
Western Isles,29.0,22.0,51.0,7.0,6.0,13.0,1.0,3.0,4.0,5.0,12.0,17.0,0.38235294117647056,0.4411764705882353,30.0,47.0,77.0,34.0,1.5,2.264705882352941,7.0
Western Sahara,10.0,1.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.4,0.4,7.0,9.0,16.0,5.0,2.2,3.2,9.0
Yemen,136.0,101.0,237.0,34.0,16.0,50.0,30.0,23.0,53.0,52.0,107.0,159.0,0.19083969465648856,0.2919847328244275,172.0,400.0,572.0,262.0,0.9045801526717557,2.183206106870229,35.0
Yemen DPR,3.0,22.0,25.0,1.0,4.0,5.0,0.0,3.0,3.0,1.0,16.0,17.0,0.2,0.26,4.0,65.0,69.0,25.0,1.0,2.76,-19.0
Ynys Môn,66.0,59.0,125.0,20.0,17.0,37.0,5.0,6.0,11.0,7.0,12.0,19.0,0.5522388059701493,0.6343283582089553,33.0,63.0,96.0,67.0,1.8656716417910448,1.4328358208955223,7.0
Yorkshire,19.0,8.0,27.0,4.0,1.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,0.7142857142857143,0.7857142857142857,7.0,4.0,11.0,7.0,3.857142857142857,1.5714285714285714,11.0
Yoruba Nation,1.0,,1.0,0.0,,0.0,1.0,,1.0,1.0,,1.0,0.0,0.25,2.0,,2.0,2.0,0.5,1.0,
Yugoslavia,439.0,504.0,943.0,108.0,115.0,223.0,37.0,61.0,98.0,45.0,119.0,164.0,0.45979381443298967,0.5608247422680412,236.0,524.0,760.0,485.0,1.9443298969072165,1.5670103092783505,-65.0
Zambia,625.0,602.0,1227.0,182.0,174.0,356.0,94.0,107.0,201.0,54.0,174.0,228.0,0.4535031847133758,0.5815286624203821,284.0,552.0,836.0,785.0,1.5630573248407644,1.064968152866242,23.0
Zanzibar,67.0,124.0,191.0,20.0,24.0,44.0,10.0,31.0,41.0,32.0,92.0,124.0,0.21052631578947367,0.30861244019138756,102.0,334.0,436.0,209.0,0.9138755980861244,2.0861244019138754,-57.0
Zimbabwe,322.0,325.0,647.0,101.0,86.0,187.0,57.0,79.0,136.0,42.0,120.0,162.0,0.38556701030927837,0.5257731958762887,196.0,380.0,576.0,485.0,1.334020618556701,1.1876288659793814,-3.0
Åland Islands,50.0,27.0,77.0,14.0,7.0,21.0,6.0,2.0,8.0,11.0,11.0,22.0,0.4117647058823529,0.49019607843137253,48.0,38.0,86.0,51.0,1.5098039215686274,1.6862745098039216,23.0
